SampleId,Study,Site,SampleDate,Year,JulianDay,Name,Basin,KywId,KywName,EcoregionNumber,Ecoregion,Province,EnvirodatId,Description,Device,SampleNumber,SampleStatus,Latitude,Longitude,GPSDatum,Altitude,StreamOrder,DistanceFromSource,DrainageArea,Depth-Avg,Depth-BankfullMinusWetted,Depth-Max,Discharge,Macrophyte,Reach-CanopyCoverage,Reach-Logging,Reach-DomStreamsideVeg,Reach-Pools,Reach-Rapids,Reach-Riffles,Reach-StraightRun,Slope,Veg-Coniferous,Veg-Deciduous,Veg-GrassesFerns,Veg-Shrubs,Velocity-Avg,Velocity-Max,Width-Bankfull,Width-Wetted,XSEC-VelEquationSlope,XSEC-VelInstrumentDirect,XSEC-VelMethod,XSEC-VeloEquationIntercept,Rainfall01_JAN,Rainfall06_JUN,Snowfall06_JUN,SnowfallTotal_ANNUAL,Temp01_JANMax,Lake,Drainage-Area,StreamDensity,Reg-Alpine,Reg-Forest,Reg-Lake,Reg-UnregenForest,Reg-Wetland,Al ,As,B,Mg,Ni,Bedrock ,Boulder ,Cobble ,Gravel ,Pebble ,Sand ,Silt+Clay ,D50,Dg,Dominant-1st,Dominant-2nd,Embeddedness,PeriphytonCoverage,SurroundingMaterial,SlopeAvg,Ag,Al,Ba,CO3 ,General-Alkalinity,General-CarbonDOC,General-Colour,General-Conductivity,General-DO,General-pH,General-SolidsTDS,General-SolidsTSS,General-SpCond,General-TempAir,General-TempWater,General-Turbidity,Ni,Nitrogen-NH3,Nitrogen-NO2,Nitrogen-NO2+NO3,Nitrogen-NO3,Nitrogen-TDN,Nitrogen-TN,Nitrogen-TN_Organic,Phosphorus-OrthoP,Phosphorus-TDP,Phosphorus-TP,S,
18850,CABIN Training Module,NY01032,29/09/2008 12:00:00 AM,2008,273,Fraser River,Pacific Ranges,08M01,Lower Fraser,192,Pacific Ranges,British Columbia,,access via Bulgur Rd before reserve; d/s of the town of Hope,Kick Net,1,Test,49.3475000,-121.6055556,nad83,25,8,,,44,0,93,,0,1,,,0,0,0,1,0.00012,0,0,1,0,0.47,0.63,350,350,,,1,,,,,,,,,,,,,,,,,,,,0,0,25,16,54,0,5,3.65,2.9,5,4,3,1,2,,,55.4,,,,,,,11.38,7.5,,12.92,98,9,13.4,0,,,0.002,,0.022,0.09,,,,0.004,,,
18851,CABIN Training Module,NY01033,28/09/2008 12:00:00 AM,2008,272,Quinsam River,GPS,08H07,East Central Vancouver Island,194,Eastern Vancouver Island,British Columbia,,At Elk Falls Provincial Park; u/s of confluence with Campbell River; access from campsite #2,Kick Net,1,Test,50.0366667,-125.2950000,nad83,16,3,,,12,15,15,,0,1,,4,0,0,1,1,0.012,1,1,1,1,0.37,0.38,23.5,15,0.6817,,2,0.0029,,,,,,,,,,,,,,,,,,,0,18,65,2,15,0,0,12,12.4,6,7,4,3,4,,,44.3,,,,,,,10.48,7.8,,2.34,90.4,10,12,3.1,,,,0.048,,0.27,,,,0.006,,,
18783,CABIN Training Module,PC09211,30/09/2008 12:00:00 AM,2008,274,COLDWATER RIVER,COLDWATER RIVER,08L04,Thompson,209,Thompson-Okanagan Plateau,British Columbia,,North of Coquihalla Hwy; access via kingsvale bridge ~50 m u/s,Kick Net,1,Test,49.9050000,-120.9155556,nad83,2716,3,,,24.6,75,32,,0,1,,3,0,0,1,1,0.0131,1,1,1,1,0.37,0.71,30.3,14.5,,2,3,,,,,,,,,,,,,,,,,,,,0,5,34,19,38,4,0,4.5,3.4,6,5,4,3,2,,,,,,65,,,,10.3,7.8,,0.643,112,11,12.48,2,,,0.0025,,0.001,,0.05,,0.003,,0.004,,
18835,CABIN Training Module,PC09212,29/09/2008 12:00:00 AM,2008,273,FRASER RIVER,FRASER RIVER,08M01,Lower Fraser,192,Pacific Ranges,British Columbia,,access via Bulgur Rd before reserve; d/s of the town of Hope,Kick Net,1,Test,49.3475000,-121.6055556,nad83,25,8,,,44,0,93,,0,1,,3,0,0,0,1,0.00012,1,1,1,1,0.47,0.63,350,350,,,1,,,,,,,,,,,,,,,,,,,,0,0,25,16,54,0,5,3.65,2.9,5,4,3,1,2,,,,,,55.4,,,,11.38,7.5,,12.92,98,9,13.4,,,,0.002,,0.022,0.09,,,,0.004,,,
18842,CABIN Training Module,PC09213,28/09/2008 12:00:00 AM,2008,272,QUINSAM RIVER,QUINSAM RIVER,08H07,East Central Vancouver Island,194,Eastern Vancouver Island,British Columbia,,@ Elk Falls Provincial Park; u/s of confluence with Campbell River; access from campsite #2,Kick Net,1,Test,50.0365306,-125.2948889,nad83,16,3,,,12,15,15,,0,1,,4,0,0,1,1,0.012,1,1,1,1,0.37,0.38,23.5,15,0.6817,,2,0.0029,,,,,,,,,,,,,,,,,,,0,18,65,2,15,0,0,12,12.5,6,7,4,3,4,,,,,,44.3,,,,10.48,7.8,,2.34,90.4,10,12,3.1,,,,0.048,,0.27,,,,0.006,,,
18994,CABIN Training Module,PD03181,30/09/2008 12:00:00 AM,2008,274,Coldwater River,Coldwater River,08L04,Thompson,209,Thompson-Okanagan Plateau,British Columbia,,"Location Comment:  North of Coquihalla Hwy; access via Kingsvale Bridge, about 50m upstream;;Surrounding Land Use Comment:  Forest, Field/Pasture, Agriculture, Logging.  Dominant is Field/Pasture;;Chemistry Sample Comment:  ``Nitrogen, Nitrate`` was <0.002, and ``Nitrogen, Nitrite`` was <0.005.  Unable to input the ``<`` sign into the program.",Kick Net,1,Test,49.9051111,-120.9155000,nad83,2716,3,,,24.6,75,32,,0,1,,3,0,0,1,1,0.0131,1,1,1,1,0.37,0.71,30.3,14.5,,2,3,,,,,,,,,,,,,,,,,,,,0,5,34,19,38,4,0,4.5,3.4,6,5,4,3,2,,,65,,,,,,,10.3,7.8,,0.643,112,11,12.48,2,,,0.004,,0.001,,0.05,,0.003,,0.004,,
19001,CABIN Training Module,PD03182,29/09/2008 12:00:00 AM,2008,273,Fraser River,Fraser River,08M01,Lower Fraser,192,Pacific Ranges,British Columbia,,"Access via Bulgur Rd before reserve; d/s of the town of Hope.  Surrounding land use Forest, Field/Pasture, Residential/Urban, Dominant use Forest",Kick Net,1,Test,49.3475000,-121.6055556,nad83,25,8,,,44,0,93,,0,1,,,0,0,0,1,0.00012,1,1,1,1,0.47,0.63,350,350,,,1,,,,,,,,,,,,,,,,,,,,0,0,25,16,54,0,5,3.65,2.9,5,4,3,1,2,,,55.4,,,,,,,11.38,7.5,,12.92,98,9,13.4,,,,0.002,,0.022,0.09,,,,0.004,,,
19004,CABIN Training Module,PD03183,28/09/2008 12:00:00 AM,2008,272,Quinsam River,Quinsam River,08H07,East Central Vancouver Island,194,Eastern Vancouver Island,British Columbia,,"@Elk Falls Provincial Park; u/s of confluence with Campbell River; access from campsite #2;;Surrounding Land Use Forest, Logging, Mining, Residential/Urban, Recreation, dominant use Logging",Kick Net,1,Test,50.0366667,-125.2950000,nad83,16,3,,,12,,15,,0,1,,,0,0,1,1,0.012,1,1,1,1,0.37,0.38,23.5,15,,,,,,,,,,,,,,,,,,,,,,,0,18,65,2,15,0,0,12,12.5,6,7,4,3,4,,,44.3,,,,,,,10.48,7.8,,2.34,90.4,10,12,3.1,,,,0.048,,0.27,,,,0.006,,,
18836,CABIN Training Module,PE05051,30/09/2008 12:00:00 AM,2008,274,Coldwater River,Coldwater River,08N11,Similkameen,210,Okanagan Range,British Columbia,,North of Coquihalla Hwy: aceess via kingsvale bridge,Kick Net,1,Test,49.0863889,-120.2513889,nad83,2716,3,,,24.6,75,32,,0,1,,3,0,0,1,1,0.0131,1,1,1,1,0.37,0.71,30.3,14.5,,2,3,,,,,,,,,,,,,,,,,,,,0,5,34,19,38,4,0,4.5,3.4,6,5,4,3,2,,,,,,,,,,10.3,7.8,,,112,11,12.48,2,,,,,,,,,,,,,
18837,CABIN Training Module,PE05052,29/09/2008 12:00:00 AM,2008,273,Fraser River,Fraser River,08M01,Lower Fraser,192,Pacific Ranges,British Columbia,,Access via Bulgur Road before reserve: downstream of the town of Hope,Kick Net,1,Test,49.3475000,-121.6055556,nad83,25,8,,,44,0,93,,0,1,,3,0,0,0,1,0.00012,1,1,1,1,0.47,0.63,350,350,,,1,,,,,,,,,,,,,,,,,,,,0,0,25,16,54,0,5,3.65,2.9,5,4,3,1,2,,,,,,,,,,11.38,7.5,,,98,9,13.4,,,,,,,,,,,,,,
18838,CABIN Training Module,PE05053,28/09/2008 12:00:00 AM,2008,272,Quinsam River,Quinsam River,08H07,East Central Vancouver Island,194,Eastern Vancouver Island,British Columbia,,At Elk Falls Provincial Park; upstream of confluence with Campbell River: access from campsite 2,Kick Net,1,Test,50.0366667,-125.2950000,nad83,16,3,,,12,15,15,,0,1,,4,0,0,1,1,0.012,1,1,1,1,0.37,0.38,23.5,15,0.6817,,2,0.0029,,,,,,,,,,,,,,,,,,,0,18,65,2,15,0,0,12,12.5,6,7,4,3,4,,,,,,,,,90.4,10.48,7.8,,,,10,12,3.1,,,,,,,,,,,,,
18516,CABIN Training Module,PJ05151,30/09/2008 12:00:00 AM,2008,274,Coldwater River,Coldwater River,08L04,Thompson,209,Thompson-Okanagan Plateau,British Columbia,,"Site is North of the Coquihalla Highway, access is via a gravel road over the Kinsvale Bridge.  Kick area is upstream from the bridge, forest on both sides of the river upstream from the bridge.  Pasture land downstream.",Kick Net,1,Test,49.9050000,-120.9155556,nad83,2716,3,,,24.6,75,32,,0,1,,3,0,0,1,1,0.0131,1,1,1,1,0.37,0.71,30.3,14.5,,2,3,,,,,,,,,,,,,,,,,,,,0,5,34,19,38,4,0,4.5,3.4,6,5,4,3,2,,,,,,65,,,,10.3,7.8,,0.643,112,11,12.48,2,,,0.005,,0.002,,0.05,,0.003,,0.004,,
18538,CABIN Training Module,PJ05152,29/09/2008 12:00:00 AM,2008,273,Fraser River,Fraser River,08M01,Lower Fraser,192,Pacific Ranges,British Columbia,,"Access via Bulgur Road before reserve; downstream approximately 15km from the town of Hope.  Good Riparian zone on either side of river, field pasture behind riparian zone on S side. Difficult access on N side (hike in by fishermen). Boat launch downstream of kick area.",Kick Net,1,Test,49.3475000,-121.6055556,nad83,25,8,,,44,0,93,,0,1,,3,0,0,0,1,0.00012,1,1,1,1,0.47,0.63,350,350,,,1,,,,,,,,,,,,,,,,,,,,0,0,25,16,54,0,5,3.65,2.9,5,4,3,1,2,,,,,,55.4,,,,11.38,7.5,,12.92,98,9,13.4,,,,0.002,,0.022,0.09,,,,0.004,,,
18541,CABIN Training Module,PJ05153,28/09/2008 12:00:00 AM,2008,272,Quinsam River,Quinsam River,08H07,East Central Vancouver Island,194,Eastern Vancouver Island,British Columbia,,"Site is in Elk Falls Provincial Park, upstream of a highway and upstream of the confluence with the Campbell River.  Access is via campsite #2.  Campsites on N side of river, good riparian zone next to S side of river with residential behind it.  The S side of the river is very fast and deep near the bank so it was not possible to kick all the way across.",Kick Net,1,Test,50.0365306,-125.2948889,nad83,16,3,,,12,15,15,,0,1,,4,0,0,1,1,0.012,1,1,1,1,0.37,0.38,23.5,15,0.6817,,2,0.0029,,,,,,,,,,,,,,,,,,,0,18,65,2,15,0,0,12,12.5,6,7,4,3,4,,,,,,44.3,,,,10.48,7.8,,2.34,90.4,10,12,3.1,,,,0.048,,0.27,,,,0.006,,,
19071,CABIN Training Module,PM02041,30/09/2008 12:00:00 AM,2008,274,Coldwater River,Coldwater River,08L04,Thompson,209,Thompson-Okanagan Plateau,British Columbia,,North of Coquihalla Hwy; accesible via Kingsvale Bridge ~ 50 m u/s,Kick Net,1,Test,49.9050000,-120.9155556,nad83,2716,3,,,24.6,,32,,0,1,,,0,0,1,1,0.0131,1,1,1,1,0.37,0.71,30.3,14.5,,,,,,,,,,,,,,,,,,,,,,,0,5,34,19,38,4,0,4.5,3.4,6,5,4,3,2,,,,,,,,,,10.3,7.8,,,112,11,12.48,2,,,,,,,,,,,,,
19076,CABIN Training Module,PM02042,29/09/2008 12:00:00 AM,2008,273,Fraser River,Fraser River,08M01,Lower Fraser,192,Pacific Ranges,Nova Scotia,,access via Bulgur Rd before reserve; d/s of the town of Hope,Kick Net,1,Test,49.3475000,-121.6055556,nad83,25,8,,,44,0,93,,0,1,,3,0,0,0,1,0.00012,1,1,1,1,0.47,0.63,350,350,,,1,,,,,,,,,,,,,,,,,,,,0,0,25,16,54,0,5,3.65,2.9,5,4,3,1,2,,,,,,,,,,11.38,7.5,,,98,9,13.4,,,,,,,,,,,,,,
19093,CABIN Training Module,PM02043,28/09/2008 12:00:00 AM,2008,272,Quinsam River,Quinsam River,08H07,East Central Vancouver Island,194,Eastern Vancouver Island,British Columbia,,@ Elk Falls Provincial Park; u/s of confluence with Campbell River; access from campsite #2,Kick Net,1,Test,50.0366667,-125.2950000,nad83,16,3,,,12,15,15,,0,1,,4,0,0,1,1,0.012,1,1,1,1,0.37,0.38,23.5,15,0.6817,,2,0.0029,,,,,,,,,,,,,,,,,,,0,18,65,2,15,0,0,12,12.5,6,7,4,3,4,,,,,,,,,,10.48,7.8,,,90.4,10,12,3.1,,,,,,,,,,,,,
16839,CABIN Training Module,ps11141,30/09/2008 12:00:00 AM,2008,274,Coldwater River,Coldwater River,08L04,Thompson,209,Thompson-Okanagan Plateau,British Columbia,,"North of Coquihalla Hwy, access via kingsvale, bridge ~50m upstream. 30cm mean kick depth",Kick Net,1,Potential Reference,49.9050000,-120.9155556,nad83,2716,3,,,24.6,75,32,,0,1,,3,0,0,1,1,0.031,1,1,1,1,,,30.3,14.5,,,3,,,,,,,,,,,,,,,,,,,,0,5,34,19,38,4,0,2.4,3.4,6,5,4,3,2,,,,,,,,,,10.3,7.8,,,112,11,12.48,2,,,,,,,,,,,,,
16840,CABIN Training Module,ps11142,29/09/2008 12:00:00 AM,2008,273,Fraser River,Fraser River,08M01,Lower Fraser,192,Pacific Ranges,British Columbia,,"Access via Bulgar Rd. before reserve, downstream of the town of hope. 45cm typical kick depth",Kick Net,1,Potential Reference,49.3475000,-121.6055556,nad83,25,8,,,44,0,93,,0,1,,3,0,0,0,1,0.00012,1,1,1,1,0.47,0.63,350,350,,,1,,,,,,,,,,,,,,,,,,,,0,0,25,17,53,0,5,2.8,2.9,5,4,3,1,2,,,,,,,,,,11.38,7.5,,,98,9,13.4,,,,,,,,,,,,,,
16844,CABIN Training Module,ps11143,28/09/2008 12:00:00 AM,2008,272,Quinsam River,Quinsam River,08H07,East Central Vancouver Island,194,Eastern Vancouver Island,British Columbia,,"At Elk Falls Provincial Park; upsteam of confluence with Campbell River, Access at campsite #2",Kick Net,1,Potential Reference,50.0366667,-125.2950000,nad83,16,3,,,12,16,15,,0,1,,4,1,0,1,1,0.012,1,1,1,1,0.37,0.38,23.5,15,,3,3,,,,,,,,,,,,,,,,,,,,0,18,65,2,15,0,0,25.95,12.5,6,7,4,3,4,,,,,,,,,,10.48,7.8,,,90.4,10,12,3.1,,,,,,,,,,,,,
17471,CABIN Training Module,PV02041,30/09/2008 12:00:00 AM,2008,274,Coldwater River,Coldwater River,08L04,Thompson,209,Thompson-Okanagan Plateau,British Columbia,,"North of Coquihalla Hyw, access via Kingsvale, about 50m upstream",Kick Net,1,Test,49.9051111,-120.9155000,nad83,2716,3,,,24.6,75,32,,0,1,,3,0,0,1,1,0.0131,1,1,1,1,0.37,0.71,30.3,14.5,,2,3,,,,,,,,,,,,,,,,,,,,0,5,34,19,38,4,0,4.5,3.4,6,5,4,3,2,,,,,,,,,,10.3,7.8,,,112,11,12.48,2,,,,,,,,,,,,,
17475,CABIN Training Module,PV02042,29/09/2008 12:00:00 AM,2008,273,Fraser River,Fraser River,08M01,Lower Fraser,192,Pacific Ranges,British Columbia,,"access via Bulgur Road before reserve, d/s of the town of Hope",Kick Net,1,Test,49.3475000,-121.6055556,nad83,25,8,,,44,0,93,,0,1,,3,0,0,0,1,0.00012,1,1,1,1,0.47,0.63,350,350,,,1,,,,,,,,,,,,,,,,,,,,0,0,25,16,54,0,5,3.65,2.9,5,4,3,1,2,,,,,,,,,,11.38,7.5,,,98,9,13.4,,,,,,,,,,,,,,
17478,CABIN Training Module,PV02043,28/09/2008 12:00:00 AM,2008,272,Quisnam River,Quisnam River,08H07,East Central Vancouver Island,194,Eastern Vancouver Island,British Columbia,,"at Elk Fall Provincial Park; upstream from confluence with Campbell River, acces at campsite #2",Kick Net,1,Test,50.0365306,-125.2989000,nad83,16,3,,,12,16,15,,0,1,,4,1,0,1,1,0.012,1,1,1,1,0.37,0.38,23.5,15,,3,3,,,,,,,,,,,,,,,,,,,,0,18,65,2,15,0,0,12,12.5,6,7,4,3,4,,,,,,,,,,10.48,7.8,,,90.4,10,12,3.1,,,,,,,,,,,,,
19102,CABIN Training Module,QNS-01,28/09/2008 12:00:00 AM,2008,272,Quinsam River,Quinsam River,08H07,East Central Vancouver Island,194,Eastern Vancouver Island,British Columbia,,"At Elk Falls Provincial Park, upstream of confluence with Campbell River; access from campground 2.",Kick Net,1,Test,50.0366667,-125.2950000,nad83,5,3,,,12,15,15,,0,1,,4,0,0,1,1,0.012,1,1,1,1,0.37,0.38,23.5,15,0.6817,,2,0.0029,,,,,,,,,,,,,,,,,,,0,8,21,2,69,0,0,2,3.9,4,7,4,3,4,,,,,,,,,,10.48,7.8,,,90.4,10,12,3.1,,,,,,,,,,,,,
16841,CABIN Training Module,RB03091,30/09/2008 12:00:00 AM,2008,274,Coldwater River,Coldwater River,08L04,Thompson,209,Thompson-Okanagan Plateau,British Columbia,,"North of Coquihalla Hwy, access via Kingsvale, bridge approx 50 meters upstream",Kick Net,1,Test,49.9051000,-120.9155000,nad83,2716,3,,,24.6,75,32,,,1,,1,0,0,1,1,0.0131,1,1,1,1,0.37,0.71,30.3,14.5,,2,3,,,,,,,,,,,,,,,,,,,,0,5,34,19,38,4,0,2.4,3.4,6,5,4,3,2,,,,,,,,,,10.3,7.8,,,112,11,12.48,2,,,,,,,,,,,,,
16843,CABIN Training Module,RB03092,29/09/2008 12:00:00 AM,2008,273,Fraser River,Fraser River,08M01,Lower Fraser,192,Pacific Ranges,British Columbia,,"access via Bulgur Rd before reserve, downstream of town of Hope",Kick Net,1,Test,49.3475000,-121.6055556,nad83,25,8,,,44,0,93,,0,1,,3,0,0,0,1,0.00012,1,1,1,1,0.47,0.63,350,350,,,1,,,,,,,,,,,,,,,,,,,,0,0,25,16,54,0,5,2.8,2.9,5,4,3,1,2,,,,,,,,,,11.38,7.5,,,98,9,13.4,,,,,,,,,,,,,,
16845,CABIN Training Module,RB03093,28/09/2008 12:00:00 AM,2008,272,Quinsam River,Quinsam River,08H07,East Central Vancouver Island,194,Eastern Vancouver Island,British Columbia,,"Elk Falls Provincial Park, upstream of confluence with Campbell River, access at Campsite #2",Kick Net,1,Test,50.0365306,-125.2948889,nad83,16,3,,,12,16,15,,0,1,,4,1,0,1,1,0.012,1,1,1,1,0.37,0.38,23.5,15,,3,3,,,,,,,,,,,,,,,,,,,,0,18,65,2,15,0,0,25.95,12.5,6,7,4,3,4,,,,,,,,,,10.48,7.8,,,90.4,10,12,3.1,,,,,,,,,,,,,
17479,CABIN Training Module,RC06231,30/09/2008 12:00:00 AM,2008,274,coldwater river,coldwater river,08L04,Thompson,209,Thompson-Okanagan Plateau,British Columbia,,"North of Coquihalla Hwy, access via Kingsvale. Bridge approximately 50m upstream.",Kick Net,1,Test,49.9051000,-120.9155000,nad83,828,3,,,24.6,75,32,,0,1,,3,0,0,1,1,0.0131,1,1,1,1,0.37,0.71,30.3,14.5,,2,3,,,,,,,,,,,,,,,,,,,,0,5,34,19,38,4,0,4.5,3.4,6,5,4,3,,,,,,,,,,,10.3,7.8,,,112,11,12.48,2,,,,,,,,,,,,,
17481,CABIN Training Module,RC06232,29/09/2008 12:00:00 AM,2008,273,Fraser River,Fraser River,08M01,Lower Fraser,192,Pacific Ranges,British Columbia,,"Access via Bulgur Road before reserve. Downstream of the town of Hope. ;Surrounding area mix of forest, field pasture and residential.",Kick Net,1,Test,49.3475000,-121.6055556,nad83,25,8,,,44,0,93,,0,1,,3,0,0,0,1,0.00012,0,1,0,0,,,350,350,,,1,,,,,,,,,,,,,,,,,,,,0,0,25,16,54,0,5,3.65,2.9,5,4,3,1,2,,,,,,,,,,11.38,7.5,,,98,9,13.4,0,,,,,,,,,,,,,
17482,CABIN Training Module,RC06233,28/09/2008 12:00:00 AM,2008,272,Quinsam River,Quinsam River,08H07,East Central Vancouver Island,194,Eastern Vancouver Island,British Columbia,,"At Elk Falls Provincial Park.;Upstream of confluence with Campbell River.;Access at campsite #2.;",Kick Net,1,Test,50.0365000,-125.2948889,nad83,16,3,,,12,15,15,,0,1,,4,1,0,1,1,0.012,1,1,1,1,0.37,0.38,23.5,15,,3,3,,,,,,,,,,,,,,,,,,,,0,18,65,2,15,0,0,12,12.5,6,7,4,3,4,,,,,,,,,,10.48,7.8,,,90.4,10,12,3.1,,,,,,,,,,,,,
16860,CABIN Training Module,RG09061,30/09/2008 12:00:00 AM,2008,274,Coldwater river,Coldwater river,08L04,Thompson,209,Thompson-Okanagan Plateau,British Columbia,,"North of Coquihalla Hwy, access via Kingsvale, bridge approx. 50m upstream",Kick Net,1,Test,49.9051111,-120.9155000,nad83,2716,3,,,24.6,75,32,,0,1,,3,0,0,1,1,0.0131,1,1,1,1,0.37,0.71,30.3,14.5,,2,3,,,,,,,,,,,,,,,,,,,,0,5,34,19,38,4,0,2.4,3.4,6,5,4,3,2,,,,,,,,,,10.3,7.8,,,112,11,12.48,2,,,,,,,,,,,,,
16861,CABIN Training Module,RG09062,29/09/2008 12:00:00 AM,2008,273,Fraser River,Fraser River,08M01,Lower Fraser,192,Pacific Ranges,British Columbia,,"Access via Bulgur Rd. before reserve, downstream of the town of Hope",Kick Net,1,Test,49.3475000,-121.6055556,nad83,25,8,,,44,0,93,,0,1,,3,0,0,0,1,0.00012,1,1,1,1,,,350,350,,,1,,,,,,,,,,,,,,,,,,,,0,0,25,16,54,0,5,2.8,2.9,5,4,3,1,2,,,,,,,,,,11.38,7.5,,,98,9,13.4,0,,,,,,,,,,,,,
16862,CABIN Training Module,RG09063,28/09/2008 12:00:00 AM,2008,272,Quinsam River,Quinsam River,08H07,East Central Vancouver Island,194,Eastern Vancouver Island,British Columbia,,"At Elk Falls Provincial Park upstream of confluence with Campbell River, access at campsite #2",Kick Net,1,Test,50.0365306,-125.2948889,nad83,16,3,,,12,16,15,,0,1,,4,1,0,1,1,0.012,1,1,1,1,0.37,0.38,23.5,15,,3,3,,,,,,,,,,,,,,,,,,,,0,18,65,2,15,0,0,25.95,12.5,6,7,4,3,4,,,,,,,,,,10.48,7.8,,,90.4,10,12,3.1,,,,,,,,,,,,,
18722,CABIN Training Module,RK06241,30/09/2008 12:00:00 AM,2008,274,Coldwater River,Coldwater River,08L04,Thompson,209,Thompson-Okanagan Plateau,British Columbia,,North of Coquihalla Hwy; access via Kingsvale bridge ~50 m u/s,Kick Net,1,Test,49.9050000,-120.9155556,nad83,2716,3,,,24.6,75,32,,0,1,,3,0,0,1,1,0.0131,1,1,1,1,0.37,0.71,30.3,14.5,,2,3,,,,,,,,,,,,,,,,,,,,0,5,34,19,38,4,0,4.5,3.4,6,5,4,3,2,,,,,,65,,,,10.3,7.8,,0.643,112,11,12.48,2,,,0.0025,,0.001,,0.05,,0.003,,0.004,,
18725,CABIN Training Module,RK06242,29/09/2008 12:00:00 AM,2008,273,Fraser River,Fraser River,08M01,Lower Fraser,192,Pacific Ranges,British Columbia,,Access via Bulgur Rd before reserve; d/s of the town of Hope,Kick Net,1,Test,49.3475000,-121.6055556,nad83,25,8,,,44,0,93,,0,1,,3,0,0,0,1,0.00012,1,1,1,1,0.47,0.63,350,350,,,1,,,,,,,,,,,,,,,,,,,,0,0,25,16,54,0,5,3.65,2.9,5,4,3,1,2,,,,,,55.4,,,,11.38,7.5,,12.92,98,9,13.4,,,,0.002,,0.022,0.09,,,,0.004,,,
18726,CABIN Training Module,RK06243,28/09/2008 12:00:00 AM,2008,272,Quinsam River,Quinsam River,08H07,East Central Vancouver Island,194,Eastern Vancouver Island,British Columbia,,@ Elk Falls Provincial Park; u/s of confluence with Campbell River; access from campsite #2,Kick Net,1,Test,50.0366667,-125.2950000,nad83,16,3,,,12,15,15,,0,1,,4,0,0,1,1,0.012,1,1,1,1,0.37,0.38,23.5,15,0.6817,,2,0.0029,,,,,,,,,,,,,,,,,,,0,18,65,2,15,0,0,12,12.5,6,7,4,3,4,,,,,,44.3,,,,10.48,7.8,,2.34,90.4,10,12,3.1,,,,0.048,,0.27,,,,0.006,,,
17571,CABIN Training Module,RR06231,30/09/2008 12:00:00 AM,2008,274,Coldwater River,Coldwater River,08L04,Thompson,209,Thompson-Okanagan Plateau,British Columbia,,"North of Coquihalla Hwy, access via Kingsvale, brigde ~50m u/s",Kick Net,1,Test,49.9050000,-120.9155556,nad83,2716,3,,,24.6,75,32,,0,1,,3,0,0,1,1,0.0131,1,1,1,1,0.37,0.71,30.3,14.5,,2,3,,,,,,,,,,,,,,,,,,,,0,5,34,19,38,4,0,4.5,3.4,6,5,4,3,2,,,,,,,,,,10.3,7.8,,,112,11,12.48,2,,,,,,,,,,,,,
17572,CABIN Training Module,RR06232,29/09/2008 12:00:00 AM,2008,273,Fraser River,Fraser River,08M01,Lower Fraser,192,Pacific Ranges,British Columbia,,"Access via Bulgur Rd before reserve, d/s town of Hope",Kick Net,1,Test,49.3475000,-121.6055556,nad83,25,8,,,44,0,93,,0,1,,3,0,0,0,1,0.00012,1,1,1,1,0.47,0.63,350,350,,,1,,,,,,,,,,,,,,,,,,,,0,0,25,16,54,0,5,3.65,2.9,5,4,3,1,2,,,,,,,,,,11.38,7.5,,,98,9,13.4,0,,,,,,,,,,,,,
17574,CABIN Training Module,RR06233,28/09/2008 12:00:00 AM,2008,272,Quinsam River,Quinsam River,08H07,East Central Vancouver Island,194,Eastern Vancouver Island,British Columbia,,At Elk Falls Provincial Park; u/s of confluence with Campbell River; access at campsite #2,Kick Net,1,Test,50.0366667,-125.2950000,nad83,16,3,,,12,16,15,,0,1,,4,1,0,1,1,0.012,1,1,1,1,0.37,0.38,23.5,15,,3,3,,,,,,,,,,,,,,,,,,,,0,18,65,2,15,0,0,12,12.5,6,7,4,3,4,,,,,,,,,,10.48,7.8,,,90.4,10,12,3.1,,,,,,,,,,,,,
21967,CABIN Training Module,RR10111,30/09/2008 12:00:00 AM,2008,274,Coldwater River,Coldwater River,08L04,Thompson,209,Thompson-Okanagan Plateau,British Columbia,,North of Coquihalla Hwy; access via kingsvale bridge; 50m u/s,Kick Net,1,Test,49.9051100,-120.9155000,nad83,2716,3,,,24.6,75,32,,0,1,,3,0,0,1,1,0.0131,1,1,1,1,0.37,0.71,30.3,14.5,,2,3,,,,,,,,,,,,,,,,,,,,0,5,34,19,38,4,0,4.5,3.4,6,5,4,3,2,,,,,,65,,,,10.3,7.8,,0.643,112,11,12.48,2,,,0.0025,,0.001,,0.05,,0.003,,0.004,,
21973,CABIN Training Module,RR10112,29/09/2008 12:00:00 AM,2008,273,Fraser River,Fraser River,08M01,Lower Fraser,192,Pacific Ranges,British Columbia,,Access via Bulgur Rd before reserve; d/s of the town of Hope,Kick Net,1,Test,49.3475000,-121.6055556,nad83,25,8,,,44,0,93,,0,1,,3,0,0,0,1,0.00012,1,1,1,1,0.47,0.63,350,350,,,1,,,,,,,,,,,,,,,,,,,,0,0,25,16,54,0,5,3.65,2.9,5,4,3,1,2,,,,,,55.4,,,,11.38,7.5,,12.92,98,9,13.4,,,,0.002,,0.022,0.09,,,,0.004,,,
